word,count
واستاد,3
معمول,3
رایج,3
اخرشم,3
میدون,3
مغزم,3
فرمان,3
معتاد,3
حدی,3
ندیدم,3
کوه,3
وانیلی,3
ندارین,3
پپرونی,3
بفرستید,3
ماجرا,3
اونروز,3
اينجا,3
خوردنی,3
قورت,3
معذرت,3
بگین,3
زولبیا,3
بامیه,3
انواع,3
کشیده,3
خیر,3
تیشرت,3
سنگگ,3
دمش,3
سیب‌زمینی,3
صرفا,3
سبک,3
کیکم,3
قیمه,3
دیوار,3
شكلات,3
نمیخواد,3
لازمه,3
فلش,3
ديشب,3
ناموسا,3
ببینه,3
قطعه,3
فلانی,3
چ,3
برداره,3
ضدعفونی,3
چیزکیک,3
ذره,3
میخورن,3
مخصوصا,3
سایت,3
هیچکی,3
راهه,3
۲تا,3
درآمد,3
نمی‌خوام,3
دره,3
می‌رم,3
بغلی,3
همسر,3
برداری,3
می‌دیم,3
گور,3
ميدم,3
گوشیمو,3
شن,3
می‌گیرن,3
جوریه,3
روزم,3
گوشفیل,3
ضروری,3
ماهه,3
راستی,3
فریزر,3
زمستونی,3
بریده,3
1,3
رشت,3
35,3
#کرونا,3
نت,3
برقم,3
بیف,3
لاین,3
اداره,3
کیلومتری,3
برایش,3
گرونتر,3
نمیخوره,3
توت,3
شستم,3
وقتا,3
شیرکاکائو,3
رسوند,3
نسبتا,3
شکست,3
وام,3
برادر,3
زیرو,3
پوشک,3
بهمن,3
نقد,3
مسیری,3
پیراشکی,3
خفتم,3
مهربون,3
نگید,3
نرخ,3
درصدی,3
پیراهن,3
لیموزین,3
ارزونتر,3
راضیم,3
آرزو,3
خودشو,3
بدتر,3
برگرده,3
ولیعصر,3
کنسلش,3
میلیونی,3
بانک,3
رسیده,3
400,3
۶۰۰,3
نشم,3
تصویری,3
کلاسم,3
تلخ,3
بهتری,3
سوخت,3
خوشحالی,3
اونوقت,3
میگید,3
می‌خواد,3
میکشه,3
میگفتن,3
بهشت,3
صلوات,3
برد,3
ماشینو,3
افتاده_بود,3
نخورده,3
آفرین,3
تایی,3
امید,3
چیزای,3
هویچ,3
تره‌بار,3
نخریدم,3
مایع,3
تغییر,3
نمیومد,3
خاطره,3
فقیرانه,3
طوری,3
رژیم,3
رانندش,3
مشاهده,3
نونم,3
کارا,3
بکنه,3
شخصی,3
سینی,3
خریده_بود,3
ي,3
عیب,3
خرس,3
نمیدن,3
شبانه,3
حمله,3
کنکور,3
هستی,3
مسئولیت,3
تعویض,3
ربطی,3
پاساژ,3
اینور,3
ترمینال,3
همونجا,3
دستش,3
حراست,3
دهنم,3
وظیفه,3
بجا,3
نخود,3
حاملست,3
پیف,3
نیاوردم,3
حواسم,3
نیوفته,3
سکه,3
نمیگیره,3
فضای,3
دندون,3
شیم,3
امکانات,3
بسته_است,3
بخوابم,3
اسلایس,3
جاده,3
برگشتیم,3
جنسی,3
پاچم,3
پاسداران,3
رفاه,3
#اسنپ_باکس,3
عه,3
بارداره,3
همراهم,3
نمیتونستم,3
میای,3
ماکارونی,3
نون‌,3
کنارم,3
اخیر,3
همینجور,3
حساس,3
عده,3
۳تا,3
می‌رفتیم,3
اکس,3
مدرسه,3
حالش,3
بارم,3
گازو,3
اجبار,3
بلک,3
شنیدم,3
جرات,3
میومدم,3
خانمه,3
نکنن,3
لوکیشن,3
حسابی,3
بردارم,3
کوکی,3
آدما,3
عملا,3
زمین,3
مسائل,3
سرده,3
شیره,3
هه,3
رانندگی,3
ادما,3
کلمه,3
روزیه,3
نقشه,3
15,3
بریزم,3
واکسن,3
میخره,3
کورش,3
میدونی,3
اینستا,3
لاکچری,3
اینستاگرام,3
تنگ,3
وایسم,3
ببینید,3
کمر,3
باقی,3
موقعی,3
می‌تونم,3
پرسید,3
فایل,3
میگیریم,3
پاشم,3
پرینت,3
۸۰۰,3
تمرین,3
ضبط,3
اتوبان,3
دورتر,3
می‌شی,3
۹۸,3
مجبوره,3
تک,3
گمشو,3
حجاب,3
تکست,3
ربا,3
حجابت,3
-وقتی,3
خارجی,3
نصب,3
عیدی,3
ساقی,3
اساسی,3
دیجی‌کالا,3
ضرر,3
كنه,3
کتونی,3
شایدم,3
پونصد,3
ملی,3
کارهای,3
اعتماد,3
هزارتومنی,3
مردما,3
خاله,3
پیکه,2
ماستم,2
نمیدونه,2
بشدت,2
خوردی,2
ات,2
۲۲۰,2
گند,2
دربیاد,2
مغایر,2
بپرسن,2
چجوریه,2
مارکتی,2
بغلم,2
همکارم,2
دعوت,2
#ريتوييت_لطفا,2
میزان,2
نمیفهمم,2
چهارتا,2
فانتزی,2
تیر,2
امریکن,2
پوتیتو,2
بامداد,2
اینهمه,2
میاری,2
چنده,2
لابی,2
شماست,2
اومدنی,2
تنور,2
تله,2
شعبه,2
صادقيه,2
٣,2
تاپ,2
موهای,2
خودشم,2
برگاش,2
سنتی,2
دمتون,2
نکرده_بودم,2
مامان‌بزرگم,2
بی‌شعور,2
مسافرخونه,2
کردنم,2
اسانسور,2
پاستا,2
ریش,2
همزمان,2
مخالفت,2
نخورد,2
۹۰,2
بسته_ای,2
شاکیه,2
نونه,2
فرقی,2
مانتو,2
دومین,2
درک,2
کسشر,2
میبرن,2
تذکر,2
می‌دادم,2
اشانتیون,2
مقداری,2
مسموم,2
متخصص,2
شدی,2
نونا,2
نداده,2
پیرمرده,2
دیدی,2
ضایع,2
پریروز,2
بیکاری,2
برنگشته,2
سلیطه,2
عالی,2
دختری,2
شهروند,2
کیلی,2
مسيج,2
سالگرد,2
نبودی,2
روزهای,2
دهم,2
۹۱,2
#اسنپ_شاپ,2
پرید,2
یکیشو,2
کنسلی,2
تأخیر,2
دونه‌ای,2
اندکی,2
خریدها,2
آورده_بود,2
کوچکتر,2
یکیه,2
ایشالا,2
برسیم,2
سفرشون,2
۱۴۰۰,2
۸۵,2
#snap,2
شاپ,2
حکومت,2
پولو,2
میزنیم,2
۲۳,2
مهلت,2
نفرستن,2
میدونیم,2
اونکه,2
جناب,2
مشما,2
احوال,2
عوارض,2
بخرید,2
شعار,2
اعلا,2
هردفعه,2
۱۹,2
نمیکرد,2
حروم,2
کتل,2
خدماتشون,2
بقیشو,2
بخشیش,2
معطلی,2
می‌گیریم,2
سازی,2
کامنتا,2
مراحل,2
مغایرت,2
اهل,2
چیو,2
داده_شد,2
جگر,2
لذا,2
اسنک,2
نگرفتن,2
نتونستن,2
کسر,2
بگیرن,2
شهرهای,2
تعیین,2
اهواز,2
رستورانی,2
دستمون,2
وجودی,2
انحصاری,2
باشی,2
6,2
چپه,2
دسر,2
زبان,2
سرعت,2
ارائه,2
هرشب,2
موندیم,2
همراهش,2
آمریکانو,2
دادین,2
بفرستین,2
جیگر,2
مسئول,2
تف,2
اومدی,2
میگیری,2
کشیدن,2
عطر,2
خدمتتون,2
نگو,2
تعطیله,2
متره,2
جلب,2
بفروشن,2
بقيه,2
كنسل,2
لامصب,2
چك,2
دیدن,2
ریمل,2
قدمی,2
۸:۱۵,2
آرایشی,2
کاربریم,2
کیکی,2
مهمتر,2
منشن,2
پیداش,2
اسمش,2
سوپرمارکته,2
کسکش,2
گردونه,2
میخواین,2
آپدیت,2
تبریز,2
پیتزای,2
شامل,2
/۱,2
تولدش,2
آلمانی,2
برگشتن,2
همشون,2
پیک‌هات,2
برسونی,2
دستشون,2
می‌دن,2
چیزه,2
نتونست,2
نمیدیم,2
اکیه,2
توهین,2
مکان,2
برسونه,2
آماده‌سازیه,2
اغلب,2
پرچرب,2
میفرستاد,2
کتابو,2
کتابفروشی,2
اسمس,2
کبابی,2
عجیبی,2
می‌گردم,2
اقدام,2
والله,2
جوره,2
منصرف,2
می‌خواست,2
طرفی,2
ضعیف,2
موادش,2
پنبه,2
گردویی,2
کلینیک,2
نیاورده,2
غرب,2
محترمانه,2
اونقدر,2
حقوقمون,2
غذارو,2
بگیم,2
کردید,2
نتیجه‌ای,2
محدودیت,2
بندازه,2
فیو,2
۵۵,2
دقیقه‌ست,2
ساندویچی,2
اتفاقاتی,2
فروشگاها,2
گشاد,2
نمیخوامش,2
اینکار,2
له,2
روابط,2
قاشق,2
شکیبایی,2
میدید,2
دقيقه,2
گندم,2
سومین,2
خداحافظی,2
تویت,2
اشتهام,2
ترش,2
پلو,2
مادرم,2
کارو,2
۱۴,2
بندیش,2
شربت,2
بریز,2
بزرگم,2
باورم,2
توقع,2
زنجیره,2
نگرفتم,2
دایرکت,2
بخت,2
تارت,2
فوت,2
@weareoneEXO,2
@B_hundred_Hyun,2
@layzhang,2
تکمیل,2
اونجایی,2
سینا,2
Snapp,2
حمایت,2
سفارشت,2
فرستادیم,2
میدونستم,2
فیش,2
میخوندم,2
میذاشتم,2
جیب,2
نفهمیدیم,2
نمیام,2
سرويس,2
كيك,2
رسيد,2
كلي,2
باد,2
میگرده,2
بیخیالش,2
معایب,2
نرفت,2
بست,2
نکته,2
تحویلی,2
محتویات,2
می‌گرفتم,2
مارو,2
مودبانه,2
همچنین,2
پیکشون,2
حالیکه,2
گرمای,2
نگران,2
دوهفته,2
کاج,2
درستی,2
خل,2
آنقدر,2
میخواستیم,2
هرچیزی,2
مارکتش,2
زورم,2
اصلیم,2
نمکی,2
کور,2
مسکن,2
ادب,2
نصفش,2
بزنن,2
میندازه,2
3بار,2
//,2
صدای,2
گوشم,2
ممد,2
خوای,2
گویا,2
طبیعی,2
همینجوری,2
۲:۳۰,2
منطقه,2
هنگ,2
میخوابم,2
می‌رفتم,2
مسلمون,2
‌اسنپ,2
خواهر,2
زرد,2
خیارشور,2
۱۷۰,2
مردی,2
ناپلئوني,2
نداريم,2
؟؟؟؟؟؟؟,2
تخمه,2
عضو,2
پوشش,2
پاك,2
عطاری,2
ماندم,2
اسپرسو,2
چاقی,2
شرور,2
نیمرو,2
میزدی,2
لپ‌تاپ,2
دادی,2
اصلاح,2
سومی,2
وکیل,2
بیچاره,2
رمضون,2
گاتا,2
غلطی,2
تومنش,2
بلاک,2
جمله,2
باورتون,2
ناشناس,2
سرخ‌کردنی,2
آشنا,2
لبخند,2
تومنم,2
آشپزخونه,2
تمیز,2
بسه,2
کاریه,2
خری,2
سنگکش,2
نگرفتیم,2
وقتها,2
هررر,2
غلبه,2
هنرنمایی,2
مامور,2
زده_اند,2
الآن,2
اصلی,2
بفروشه,2
سركوچه,2
ناهارم,2
رویی,2
دقیقس,2
نخرید,2
خواستین,2
داخلش,2
کش,2
شيرينى,2
ميخواد,2
گريه,2
می‌ره,2
میوفته,2
تبدیل,2
مرتب,2
رقابت,2
کثیف,2
خودمم,2
تاکید,2
لیمویی,2
حاضره,2
نزدم,2
سیبیل,2
راجع,2
نزنین,2
گفته_بودم,2
پاستیل,2
می‌سوزه,2
ایرادی,2
آزادی,2
خستم,2
میترکم,2
آمدند,2
ساید,2
گفتی,2
خلاف,2
قفل,2
میدونه,2
چی‌توز,2
طلایی,2
میخریم,2
خرجش,2
مسافرت,2
تنظیم,2
می‌گم,2
مغازه‌ای,2
قسم,2
همکاراش,2
میخواستن,2
ماشینت,2
ایشونم,2
پاشی,2
جات,2
بریزی,2
بیاری,2
کجاش,2
تنبلی,2
موندن,2
باورت,2
سرکوچه,2
آرایش,2
میشینیم,2
برگردونده,2
می‌خورم,2
جشن,2
چشما,2
میریزه,2
میفرستن,2
ارزششو,2
بچه‌های,2
ج,2
۲۱,2
پاكت,2
می‌دونم,2
بيا,2
عمده,2
برطرف,2
طلا,2
تحویلت,2
کهنه,2
بتونیم,2
محیط,2
فعالیت,2
اینطوریه,2
اکثرا,2
اکثر,2
کدتخفیف,2
85,2
مگ,2
میخری,2
میکشن,2
مثلن,2
۳۵۰,2
می‌زنم,2
جنسارو,2
چپ,2
نگیرم,2
استاد,2
شیراز,2
بمن,2
ندیده_بودم,2
میخواید,2
امتیازش,2
دارایی,2
عمه,2
فرق,2
پولدار,2
۱۵۰,2
نشیم,2
خروجی,2
میانگین,2
میبره,2
همشونم,2
دوساعت,2
۶۸,2
ساز,2
میدان,2
اینطور,2
اشپزخونه,2
چرخ,2
دراوردم,2
شهریه,2
نمیمونه,2
خوندم,2
درو,2
قسط,2
نفری,2
انقلاب,2
بیسکوییت,2
بیاین,2
خریداتون,2
پوشیدم,2
سعادت,2
دزد,2
لحاظ,2
شناور,2
هیشکی,2
قلمش,2
۴۰۰,2
لیمو,2
#ريتوييت,2
تاینی,2
۱-,2
گوشیش,2
دوبرابر,2
صحنه,2
بعدم,2
دونی,2
تفریح,2
ماها,2
جماعت,2
۱بسته,2
میزدیم,2
مسن,2
نقل,2
نامه,2
تورم,2
صفر,2
گرانی,2
نیام,2
اقتصاد,2
جوون,2
صوتی,2
برقی,2
خانگی,2
بچش,2
بدیه,2
سفره,2
یجوری,2
روحانی,2
ه‌ت,2
محکمی,2
چس,2
نداشته_باشم,2
رسما,2
بفرسته,2
موردی,2
دلپذیر,2
اتوماتیک,2
لوبیای,2
قوطی,2
لگن,2
ریخته,2
پدرت,2
۲.,2
پایینش,2
شامپو,2
بهمون,2
قسطی,2
دارها,2
میتونن,2
میرفتیم,2
آوردیم,2
خلق,2
شوهر,2
می‌ده,2
پسته,2
300,2
گیری,2
فروخت,2
!؟,2
نمیتونیم,2
۷۰۰,2
قور,2
پرو,2
پروتئینی,2
محبت,2
دوستت,2
طرز,2
تهیه,2
بذارید,2
55,2
نظام,2
داریه,2
نمیبینم,2
قطار,2
خالم,2
پیشنهاد,2
مردمی,2
ترکیبی,2
العاده,2
زخم,2
خلاص,2
گمونم,2
هزینه‌ی,2
میفروخت,2
قدری,2
همشو,2
سند,2
سبز,2
برگه,2
هندزفری,2
رابطه,2
فعال,2
دیجیتال,2
آپارتمان,2
اباد,2
۴تا,2
هرروز,2
خوبن,2
خرما,2
جو,2
آف,2
25,2
%,2
دلو,2
ببینیم,2
فرانسوی,2
اخرش,2
وسایلای,2
نگیریم,2
می‌تونیم,2
پنجشنبه,2
بخدا,2
11,2
زرت,2
بخورن,2
اه,2
نزدیکمون,2
انداختم,2
منطقی,2
ناچیز,2
جاشون,2
500,2
متر,2
بندری,2
گوشیه,2
چيز,2
۲۶,2
قزل‌قلعه,2
۱/۴,2
اصلاً,2
میشینی,2
خصوصی,2
شوینده,2
کاسه,2
فیلان,2
جایزه,2
بتونی,2
تومنو,2
پدرتو,2
برخی,2
نمیخریدم,2
دوستای,2
ایی,2
تحریم,2
۱۵۰۰,2
همینطوری,2
اقای,2
سقف,2
خودکار,2
آبی,2
مداد,2
نبینه,2
شانسم,2
بیامرزه,2
کارگر,2
۲۵۰,2
سرایدار,2
مدام,2
متن,2
بازارو,2
قرمز,2
برین,2
خوشت,2
خوابش,2
پلی,2
پام,2
میخوری,2
قاپا,2
نگاش,2
جذاب,2
انصاف,2
خطا,2
چرخ‌کرده,2
داروها,2
کرکره,2
سوراخ,2
نود,2
دماغم,2
بروم,2
پوشه,2
موفقیت,2
۱۷,2
مواجه,2
کرایه‌ی,2
شهری,2
دونات,2
وبرگشت,2
عن,2
2.,2
انداخت,2
مسافرتی,2
کلید,2
ایستادم,2
خیط,2
قاه,2
#پشتیبانی_اسنپ,2
حاجی,2
چاشنی,2
جویی,2
پیچید,2
پاف,2
گوشه,2
میشدم,2
قیفی,2
تکون,2
رنگی,2
ماشینم,2
رنج,2
هیچکدوم,2
صب,2
جاهایی,2
شیرنی,2
تنش,2
خرد,2
تندی,2
پانصدی,2
هزاری,2
اسنپتون,2
اجباری,2
مستندی,2
۱۳,2
لوزر,2
پنچر,2
سرفه,2
برمیگرده,2
سردرد,2
ناباوری,2
حوزه,2
سالم,2
بش,2
میتونستم,2
درمیاد,2
گفته_بود,2
اشکال,2
#نان,2
لبنیات,2
نفهمیدم,2
سوت,2
چته,2
علاف,2
رسوندمش,2
نودل,2
ذهن,2
بضاعت,2
خانومه,2
افتخار,2
میتونست,2
ارامش,2
میشینم,2
نسبی,2
قرعه,2
ساعتی,2
ترسناک,2
ترافیک,2
بانکداری,2
برسونیم,2
همینجاست,2
زاییده,2
مادرش,2
شیرینی‌,2
مدتی,2
خلوته,2
مراسم,2
قبر,2
میبرمت,2
دبه,2
میشین,2
لایموت,2
فر,2
مسیرو,2
اهمیتی,2
قبلش,2
سفارش‌های,2
قبلیم,2
دربیارم,2
بابامو,2
تهدید,2
ولش,2
بالاجبار,2
پرسنل,2
سیم,2
رفتند,2
میگین,2
شاد,2
ادکلن,2
میارم,2
الکل,2
داشتید,2
دوش,2
خونه‌م,2
کیرم,2
هعی,2
تولد,2
بیسکویت,2
کند,2
مانی,2
سهروردی,2
ایستگاه,2
داستانی,2
اِ,2
علت,2
60,2
خندید,2
لواشک,2
کیوت,2
اعتیاد,2
بو,2
نمیکردم,2
اتو,2
متنفرم,2
باكس,2
کوزه,2
مخلفات,2
کت,2
آزمایش,2
خیالم,2
کورن,2
یاران,2
دریان,2
مسج,2
میاورد,2
مشروب,2
راهت,2
بمیرم,2
نباشن,2
سردمه,2
ایستادن,2
صفی,2
فرم,2
بلاخره,2
نمیخوای,2
داف,2
جوش,2
نکرده_بود,2
ببرمت,2
دلت,2
دنبالت,2
محکم,2
ذکر,2
پلاک,2
همونجاست,2
اینطرفا,2
اوکی‌ام,2
خواهشا,2
چاییمو,2
مالیده,2
زل,2
ابی,2
طلبه,2
طلاب,2
راهم,2
خریدتون,2
7,2
دادید,2
داشته_باشد,2
حالشون,2
ترافیکی,2
نوبتمون,2
سسی,2
شلوغه,2
رست,2
جابه,2
بچرخه,2
جلسه,2
جوونی,2
مش,2
لوس,2
فرایدی,2
120,2
امکانش,2
اختیار,2
شیرینی‌جات,2
وگفت,2
قِرچ,2
اونجام,2
بیای,2
مسخرس,2
دیگ,2
وقتشه,2
شرکتی,2
روحی,2
سالگی,2
خواستگاری,2
برگرد,2
میشیم,2
ساری,2
شهرها,2
29,2
مطب,2
حقيقت,2
تمرکز,2
اوایل,2
هرجا,2
شریعتی,2
اروم,2
ستارخان,2
خروج,2
می‌خواید,2
نظارت,2
کاسبی,2
گلایه,2
همونطور,2
ریشه,2
شمارشونو,2
خریدو,2
امد,2
دستی,2
چاره,2
كرونا,2
گرفتيم,2
اذيت,2
خصوصا,2
ساختی,2
میهن,2
خواستی,2
بفرس,2
جوخه,2
می‌شن,2
سنگ,2
ماشینا,2
تکلیفش,2
تفاوتی,2
خودتو,2
اذیت,2
اووووه,2
بیادش,2
پاستیلو,2
نگاهی,2
ماشینمو,2
سیگارم,2
نمیفرسته,2
محرم,2
فروشی‌های,2
بدجوری,2
اینجور,2
کارای,2
مبلغی,2
شیرموز,2
زنان,2
اخبار,2
نمونده,2
می‌داد,2
جزئیات,2
میکشم,2
کلاج,2
مد,2
مهاجرت,2
ورشکست,2
نقدی,2
مارک,2
درخواستی,2
اسپری,2
نسخه,2
چقدره,2
بیرونی,2
استاپ,2
قصد,2
مایل,2
دلیوری,2
حیف,2
دا,2
بعله,2
گذروندم,2
خوند,2
ظهرا,2
موسیقی,2
بردمش,2
کمکی,2
آخرشم,2
عاقل,2
اندر,2
خ,2
فروشي,2
يادش,2
قلبم,2
امنیتی,2
ناامنی,2
لباسشویی,2
غصه,2
لعنتی,2
بیان,2
موزیک,2
حموم,2
رات,2
همبرگری,2
۶۵۰۰,2
میخوردم,2
وقتایی,2
عصبیم,2
رصد,2
لو,2
آموزشگاه,2
بازبینی,2
جشنواره,2
آثار,2
قند,2
شرق,2
اختصاصی,2
گرفته_بودم,2
بگردم,2
باشیم,2
40,2
افسرده,2
اسنپ فودی,2
آقایون,2
میکنند,2
استادیوم,2
راننده‌های,2
شالم,2
فوود,2
مردا,2
نطر,2
خدمت,2
قانون,2
میمونم,2
حرفی,2
نزن,2
میفرستم,2
توافق,2
پاسدار,2
بسیجی,2
لواشکای,2
آر,2
جی,2
کاتیوشا,2
فیواستار,2
بشن,2
ببرن,2
می‌کنید,2
گرد,2
یورو,2
همین‌جا,2
میشود,2
کرایه‌ها,2
استدلال,2
ازدواج,2
اسنکه,2
فامیل,2
زنش,2
۲۲.۳۰,2
میخوریم,2
میندازن,2
ثابت,2
مسئله,2
مست,2
بیابان,2
بگیرین,2
کنجد,2
قرارداد,2
فروشگاهی,2
کسانی,2
داشته_باشی,2
انعام,2
ميبره,2
درثانى,2
احترامى,2
تیمی,2
نکردی,2
آسیب,2
نحوی,2
رشد,2
بهانه,2
نیکول,2
نمی‌تونن,2
ظاهر,2
گروگان,2
قشر,2
گرو,2
میزارن,2
امثالهم,2
۷۰۰۰,2
ميوه,2
نکنین,2
…,2
نکنیم,2
لیتر,2
سیاست,2
مرزی,2
خانمش,2
چکار,2
حواست,2
ناراحتی,2
اشکم,2
بیعانه,2
جیغ,2
دقت,2
بازیا,2
کیم,2
مینویسم,2
خواستید,2
تدریس,2
امانت,2
اینکارو,2
حفظ,2
وات,2
فرض,2
کتابخونه,2
مارکتای,2
لعنتیا,2
منه,2
اسباب,2
خونگی,2
مجبوریم,2
شش,2
دود,2
اکی,2
لزبینم,2
گی,2
پسرا,2
بتونن,2
نمیریم,2
مدرسمون,2
؟!؟!؟,2
بدش,2
بخررر,2
ببندن,2
خبه,2
تشنمه,2
بنک,2
آوردی,1
همینو,1
همکاری,1
۵بار,1
هیچکس,1
پشتیبانیتون,1
خوشایند,1
دو-سه,1
قتادی,1
ق,1
صاحبان,1
آشغالای,1
مونده‌شونه,1
بانش,1
پالادیوم,1
هکم,1
تازه‌س,1
پروانه,1
دورت,1
میچرخن,1
#کیف_پول_آپ,1
۴۴۰,1
دوبارشو,1
منجمد,1
رقیبی,1
ساعتش,1
ارزونتری,1
فکر‌کنم,1
سوژه,1
ناخونده,1
قضا,1
شکری,1
می‌بینید,1
حساب‌مون,1
مهمونمون,1
بچها,1
ساعته‌ست,1
اپی,1
نمیوردن,1
مناسبتی,1
#شیرینی_الف,1
زعفرانیه,1
ترشیدگی,1
کال,1
سنترتون,1
اسرع,1
صبوری,1
بازیچه,1
تامین‌کننده‌هاتون,1
رهایی,1
بترکیم,1
ظرفش,1
خوراک,1
نیافتاد,1
نداستم,1
واه,1
۲۱.۳۰,1
۱.۱۰,1
خوابن,1
اشپزی,1
ماکارانی,1
کچاپ,1
اونورم,1
تکرارمیشه,1
آشغالي,1
چيكن,1
سير,1
داديم,1
رسيدنش,1
كاري,1
جمعا,1
٧٠,1
٨٠,1
١٣,1
ذرت,1
٦,1
تيكه,1
نگيني,1
دلمه>>>,1
دامن,1
گلگلی,1
#قزوین,1
#قزوین_مارکت,1
#قزوین_فود,1
کیفیتش,1
محسوب,1
رور,1
۵۷.۴۰۰,1
مبلغش,1
۸۴.۴۰۰,1
برگرديم,1
#زندگي_مگسي,1
ناراحتم,1
عوضی,1
نیاوردشون,1
رفرش,1
نونواییا,1
ژوانی,1
خیلییییی,1
ترکیب,1
بی‌اندازه,1
روبه‌رو,1
آشپزشون,1
کردن…,1
ریسکی,1
قربونی,1
گوسفند,1
قربان,1
نشانه,1
قضاوت,1
ترسناکه,1
اووردن,1
نرفتی,1
درحالی,1
عینک,1
آفتابی,1
ارایش,1
پارتنرشون,1
literally,1
توت‌فرنگی,1
نمیاید,1
باریه,1
برعکس,1
حرکتشون,1
خجالتی,1
۶تا,1
سبدت,1
ارسالت,1
اسمارتیز,1
ندم,1
کرات,1
متعدد,1
دسترس,1
می‌زاشتن,1
75,1
بوگند,1
ریختش,1
سِرم,1
تاییدیه,1
پیرمرد,1
بسون‌,1
فلانیه,1
بالا‌‌,1
دوتاشو,1
وردار,1
لیاقتتون,1
مریضی,1
جمعشون,1
بسته‌ها,1
^_^,1
دخترت,1
سوییس,1
خوبى,1
بنده‌های,1
حرات,1
تجربه‌هام,1
بهشتی,1
پایانی,1
تنوعی,1
لاستیک,1
ازدواجت,1
سالیه,1
میگذرونیم,1
سالگیمون,1
گرددبود,1
شونزده,1
ابعاد,1
انتظارمو,1
نهارمون,1
خورشت,1
هزینش,1
اولی,1
تخفیمم,1
آیتم,1
و‌کنسل,1
جدیداً,1
کدمم,1
ده‌هزار,1
منابع,1
هدر,1
روزیشون,1
دونم,1
کدومش,1
ملزومات,1
پنیری,1
تعویضش,1
میگیم,1
هم‌زمان,1
چیزمیز,1
خرین,1
حضرت,1
والده,1
دفتر,1
و‌فرستادم,1
خرد‌,1
رغبت,1
دستمالی,1
رو‌میذاشتم,1
مرذم,1
محبوب,1
کاربران,1
ماشاالله,1
کاربردی,1
بخرمش,1
ندارتش,1
اپش,1
لود,1
انحصاریش,1
کجی,1
دیگه‌ای,1
مارکت=,1
خطم,1
پیشه,1
فریز,1
معطلم,1
نزدن,1
چندماه,1
اردیبهشت,1
روعن,1
قحطی,1
نمونم,1
بمونی,1
نمی‌خورد,1
میگیرید,1
آکواردترین,1
شبستری,1
چف,1
صحبتش,1
آکواردی,1
باغی,1
تحریریه,1
روزنامه,1
نجیب,1
نریزید,1
فور,1
تبلیغاتیه,1
@Digikalajet,1
کاربر,1
سارا,1
عملیات,1
رسونده,1
کوچه‌س,1
هرسری,1
کارشناس,1
تایمی,1
لیاقتید,1
#ريتويیت,1
#بی‌لیاقتی,1
پاناکوتا,1
۲۳.۲۰,1
تخمشم,1
۹:۳۰,1
۱۰:۱۵,1
هتوز,1
اپراتورش,1
گو,1
نوم,1
انقضاش,1
فرداست,1
احتمالاً,1
ته‌چین,1
فروشگاهه,1
بدشانس,1
فاقد,1
افت,1
کوتاهی,1
رستوران/سوپرمارکت,1
مربوط,1
جایگزینی,1
امیروسام,1
فرستادید,1
سفارشمون,1
خوراکیه,1
ترجیحم,1
بخوای,1
کوفت,1
خواد,1
سلف,1
شیرازی,1
پرورده,1
فوده,1
داخلشه,1
نواربهداشتی,1
توپی,1
لینا,1
توپیشو,1
درونم,1
ناراحته,1
صفن,1
دمكافه,1
چاي,1
و‌پرت,1
اقلامو,1
کارش,1
زیباست,1
برشون,1
گذرونم,1
خوردتش,1
کم‌مونده,1
گلنار,1
ندید,1
داستانا,1
ترم,1
گفتید,1
